,username,location,text,hashtags,tweet_date
5314,"bonkus_melonkus (3,3)",,"Do normies remember how global warming existed before cryptocurrency and NFTs? They should because climate change has been ongoing for the better part of a century and NFTs have only just seen takeoff this year. 
1/",[],2021-11-29 17:45:56
5315,beyondWISDOM,,"@RealTMAS @R777RAB @DonaldCMacleod @scotgov @SLTAssociation @wearethentia @_KateForbes Glasgow summit made progress but global warming making faster progress.
That means Glasgow lagging behind
That means global warming will keep advancing &amp; hitting mankind with it's stick very hard.
The stick made of climate change.
Unless we use this method
https://t.co/kI3Dh4b3AI",[],2021-11-29 17:43:10
5316,Lance Bowers,"Tennessee, USA",U.N. Predicts disaster if Global (climate change) Warming not checked !! https://t.co/36xINyuogb,[],2021-11-29 17:43:01
5317,Ken Kirkland 🇺🇸🌊😝💚😷,"West Coast, USA","@TrafficPortland When people are forced to drink from the Columbia, because other sources are no longer viable, will we still call it climate change or global warming?  25-30 more years without adequate snowpack will have severe consequences in Oregon- California life drought/fires in our future.",[],2021-11-29 17:40:26
5318,Dr Can Erimtan,Istanbul (Turkey),"""Climate change/global warming is merely one important symptom of overshoot,"" argues  Prof William Rees: ""Overshoot occurs when people use energy and biological resources faster than ecosystems can regenerate and pollute beyond nature's assimilative capacity"" . . .",[],2021-11-29 17:37:38
5319,Brent Davis,"England, United Kingdom","@typofoto That is exactly why global warming was rebranded as climate change. No snow, our fault, too much snow, still our fault.",[],2021-11-29 17:37:16
5320,Bob Smith,Ohio,@b_rad199 From what there is no such thing as climate change or global warming.,[],2021-11-29 17:35:44
5321,aswanjre,"Karnataka, India","Full reservoir level,over flooding, temperature drop, poor AQI n who called it climate change instead of global warming! 
#ChennaiRains 
#ClimateAction
 #climateindia","[{'text': 'ChennaiRains', 'indices': [122, 135]}, {'text': 'ClimateAction', 'indices': [137, 151]}, {'text': 'climateindia', 'indices': [153, 166]}]",2021-11-29 17:26:32
5322,Stefano Portoghesi,"Kingston upon Thames, London","@WilburJames8 @DavidDeutschOxf @YouTube Is there any real chance of extinction for the human species because of CO2 emissions ? I don't think so. There may be a reduction in the global population due to CO2 emissions, global warming and climate change, but nothing close to an actual extinction of humanity.",[],2021-11-29 17:19:30
5323,Franklin Beenz,,"@noveltyforge @DaveHcontrarian @goaffer If current global warming is man-made, then the cause is the # of human beings, officially 7.9 B vs 1.9 B 100 years ago. There is nothing we can meaningfully do about climate change to bring it back to when humans did not negatively affect it, than to bring the population down.",[],2021-11-29 17:15:37
5324,Raconteur,"London, UK",Prominent environmentalist Greta Thunberg – still only 18 years old – has been lauded as ‘the voice of a generation’. What do members of generation Z (people born between 1995 and 2012) really think about global warming and climate change? https://t.co/RezMK1iPcc https://t.co/Bh5PWnjsMA,[],2021-11-29 17:10:10
5325,Bill Baue,ConnecticutRiverValleyBioregio,"@ecofootnotes @aheadahead1 Rees: ""Overshoot means that we modern humans are consuming, polluting and destroying the biophysical basis of our own existence. 

It follows that overshoot is ultimately a fatal condition…

Climate change/global warming is merely one important symptom of overshoot.""",[],2021-11-29 17:10:07
5326,M. 🍕,"Sulaimany - Kurdistan, Iraq",And you want to convince me that climate change and global warming is real? 😤 gtfo https://t.co/60tyT5sG8m,[],2021-11-29 17:04:26
5327,Joshua Humphries,"Anderson, SC","Global warming, climate change, or whatever the scientists are calling it now, IMO, is one the biggest hoax ever in history. The only extinction they care about is human. The greater good is never good, but evil because they are controlled by the god of this world, Satan.",[],2021-11-29 17:01:25
5328,The Hill Times,"Ottawa, ON, Canada","Editorial: Climate change is a horror story #cdnpoli

Canada has to work together to reduce our dependence on fossil fuels and to make the transition to renewable energy as quickly as possible. We have to avoid runaway global warming. 

https://t.co/QrTDbdB0CC (subs) https://t.co/Wkuuk9Uyx0","[{'text': 'cdnpoli', 'indices': [44, 52]}]",2021-11-29 17:01:00
5329,ReligionlessChristianity,,@CTmagazine Can Christianity Today quit beating the drum for Climate Change. The end of the story is already written and it isn't brought about through Global Warming.,[],2021-11-29 16:54:03
5330,Old Windbag,,"@GeraldKutney @KeillerDon Scientist ? Retired ! Expert in plants/trees, not climate. Bad actor in the hockey stick saga - climategate. https://t.co/bDcN42ZLqR He claims climate change is not bad - which is of course BAD ! https://t.co/PjSjLzrqEo https://t.co/5GsWg6WD1d https://t.co/ifzjRvjLmK",[],2021-11-29 16:36:38
5331,Ann Calsbeek,,Rich people are like “oh poo poo there’s no snow for my snowboard sports!” Yes. It’s called climate change. It is affecting snow. Global WARMING dumbass,[],2021-11-29 16:34:19
5332,John L. Grafft,365 million Acres,leaders intent is to enhance all American lives not just the rich and greedy with no attention to climate change climate shifting and global warming and the ever present human footprint 👣. https://t.co/rbyrRAJ3Pu,[],2021-11-29 16:30:11
5333,Young Americans,,"We're in the middle of an unprecedented #ClimateEmergency and this is what Erik Oswald, a vice president and registered lobbyist for @exxonmobil has to say about climate change:
“Is it catastrophic inevitable risk? Not in my mind. But there is risk.”
🤦 
https://t.co/SdGSo5bewj","[{'text': 'ClimateEmergency', 'indices': [40, 57]}]",2021-11-29 16:29:28
5334,Queen Nemesis 🇬🇧🎄🦊 All lives matter!,ln your Head,@MikeDel21893959 @IBergwiesel @d_e_mol @Dardedar @Bananenrijperij @thinks_about_it @RustyAway @RijpeW @Climatehope2 @riktheozfrog @RoyPentland @Skrued1 @jimdtweet @Fauntleroy1934 @StormSignalSA @cjtjgeol @DigDougFTW @TheDisproof @bluestflame1 @Biggieol6 @HalleVerkehrt @no2wind @Barbarajdurkin @Narvuntien @JohnSmi50968113 @AJamesW2 @ttyEngland @PaprikaLady @Jamz129 @drewman_drew @TyotoRiffle @BridgetHolmstro @Over400ppm @Tutkija5 @BubbasRanch @TQMKA @ShhSami @EcoSenseNow @MedBennett @SlugBub @GavinKreijkes @DawnTJ90 @austbondlover @GeraldKutney @mtnman0038 @documentavi @Richard25972121 @free_wales This climate change is appalling.. and there numbers have increased..  its all global warming,[],2021-11-29 16:24:57
5335,Marika Gerrard,"Los Angeles, CA","@reedgalen Maybe they think global warming means no more winter? Oh, wait, they don't believe there is any climate change...",[],2021-11-29 16:22:10
5336,Rachael Smith,texas,"@GretaThunberg you need to back to your hole in ground and never come back to the surface cause you are full of bs
There is no such thing called global warming or climate change.its just a cycle the planet is going through and that's normal",[],2021-11-29 16:10:12
5337,Mike Cranny,Various,Letters: Keep Appointing John Kerry https://t.co/Vvgel0zo1g,[],2021-11-29 16:05:48
5338,òtító,United Kingdom,"234 distinguished scientists from 60 countries have concluded in the 6th UN-IPCC report that global warming is responsible for increasing extreme weather events, like heatwaves, droughts, tropical cyclones, and reductions in arctic and glacial ice covers. https://t.co/jO1wQ2WolO",[],2021-11-29 16:02:12
5339,Mike Vale,,"@josephbt @Gurdur Climate change is perfectly natural. It is not man-made and is not happening at a quick enough pace to warrant the panic that is being pushed by the shysters in our governments and media.

Did man-made emissions create the ice age or the global warming that ended it?",[],2021-11-29 15:44:22
5340,sportz mama,,"@Travistritt @crewchief5 Remember when the earth was going to freeze, then get to hot (global warming). Now any kind of weather is climate change. Covid somehow is proof climate change and not Fauci not mishandling Americans tax dollar. #liberalscareractic101
#liberalsthinkwearedumb #liberallogic","[{'text': 'liberalscareractic101', 'indices': [237, 259]}, {'text': 'liberalsthinkwearedumb', 'indices': [260, 283]}, {'text': 'liberallogic', 'indices': [284, 297]}]",2021-11-29 15:43:55
5341,summer,"Pacific Northwest, N. America","last night I dreamt vividly of much-higher-than-normal tides; this morning I read they’re really here, prompted by the sun, moon, and earth coming to their closest alignment. (though apparently they’re higher in other parts of the world than where I live.) https://t.co/howswwKekb",[],2021-11-29 15:40:00
5342,أبو الحسنات الصدیق,"London, Casablanca",Read this in-depth feature by @russianabout on what lies ahead for planet Earth. https://t.co/Iuibftb2K9 via @myfairobserver #climatechange,"[{'text': 'climatechange', 'indices': [125, 139]}]",2021-11-29 15:32:51
5343,Anna Pivovarchuk,"London, UK","This wasn't an easy one to write, so a huge thank you to @AlisiRabukawaqa &amp; @JoyKathak for taking the time to speak to me, and to @o_matikainen for his help with all that fact-checking. This is for people like them, who move the needle on climate action. https://t.co/3hmpLeQ5ic",[],2021-11-29 15:29:16
5344,Mike Johnston,,"@FredIsnt @6fnr6jv7v8 @benshapiro First they called it global warming. Then they changed it to “climate change” because it was proven that the earth is trending toward cooler temps. This isn’t science, it’s an agenda.",[],2021-11-29 15:29:06
5345,OPB,Oregon,"The Oregon Coast is set to experience higher-than-normal tides this weekend, and researchers are asking Oregonians to take photos to help document sea-level rise as climate change worsens. https://t.co/9DQsLBoScc",[],2021-11-29 15:29:00
5346,Robby Ball,Earth,"What is it really, CLIMATE CHANGE or GLOBAL WARMING ?",[],2021-11-29 15:23:48
5347,divine bovine,,"Used to be a coming ice age, then global warming 40 yrs later.  Are these climate change variants? When will the hysteria stop? https://t.co/OEIDtErh6V",[],2021-11-29 15:20:56
5348,ProtoTulpa,,"@not_thuletide Didn't they also call it global warming before? Now it's climate change, did anything happen to cause this?",[],2021-11-29 15:02:50
5349,aftab ahmad,"Adelaide, South Australia","@1goonrich Little Baby Doge
Little Baby Doge is a team of climate change activists on a mission to fight global warming.

Website https://t.co/lIILPRaBYZ
https://t.co/QJVL1M8X78",[],2021-11-29 15:02:11
5350,Center for Environmental Journalism,"Boulder, Colorado","Have you ever seen a pika? Adorable! Did you know climate change is displacing them from their habitat? Not adorable! In an article for @NatGeo, former Scripps Fellow @A_Mascarelli tells the tale of those trying to help: the Pika Patrol.

Check it out: https://t.co/v2CmpahbEw",[],2021-11-29 15:00:00
5351,Agathonia Media,"Münster, Germany","""Proposed #solutions&amp;mainstream attempts to solve climate change...require massive investment in high-tech non-solutions including so-called renewable electricity&amp;unproved carbon capture&amp;storage technologies. This approach will not reverse global warming &amp; will worsen overshoot""","[{'text': 'solutions', 'indices': [10, 20]}]",2021-11-29 14:55:46
5352,Scott Flmn,,"@liesarentfacts @Acyn 10 years ago we didn't know about climate change? Funny, I distinctly remember a professor at the U of MN in my physics class in 1993 describing the causes of global warming and CO2 emissions in the atmosphere. That was slightly more than 10 years ago.",[],2021-11-29 14:52:19
5353,alan mcdowall,"Erskine, Scotland",@TheSun So what happened to global warming and climate change.,[],2021-11-29 14:50:00
5354,Jeffery.....,USA,"@JVR926 Global cooling, running out of oil in 20 years (from 1979) OPEC embargo, acid rain, global warming, fiscal cliff, Russia collusion, National Anthem kneeling, Stormy Daniels, no cheating in 2020 election, climate change, white supremacy.",[],2021-11-29 14:35:42
5355,turn the pa general assembly blue!,,"@imTerryBull @CjgbVictoria @voxdotcom @mbolotnikova Global warming was the car tech all before we settled in climate change. That shift in language matters for how we perceive reality. Language shapes how we think about complex issues, and I’m simply pointing out something I’ve noticed about the language here",[],2021-11-29 14:34:59
5356,Climate Change,,"""Given the scale of issues like global warming and epidemic disease, we shouldn't underestimate the importance of a can-do attitude to science rather than a can't-afford-it attitude."" - Martin Rees #trvst #quote  
https://t.co/PXBsQ5iKPJ https://t.co/DzOZgIEWml","[{'text': 'trvst', 'indices': [198, 204]}, {'text': 'quote', 'indices': [205, 211]}]",2021-11-29 14:32:43
5357,Organic Live Food,US,"By 2100, #globalwarming will make average temperatures rise by 5.8 degrees: https://t.co/sRGbUvkMUZ On top of the #heat waves, add severe #draught with no precipitation where the entire forest will eventually disappear n be replac… https://t.co/SZsQm1jXgK","[{'text': 'globalwarming', 'indices': [9, 23]}, {'text': 'heat', 'indices': [114, 119]}, {'text': 'draught', 'indices': [138, 146]}]",2021-11-29 14:27:49
5358,Canadian musician,Canada,@OscarsWild1 @BubbasRanch @amcelha3 @jimdtweet @Kenneth72712993 @DawnTJ90 @robhon_ @BJChippindale @keithamccluskey @MartinJBern @ejwwest @JohnDublin10 @4Clearsky @Moderna5G_666 @sandcastle1975 @IngersolRobert @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @Gordon_DHG @EricWil06256732 @wildweatherdan @try2golf @TWTThisIsNow @Tragiicomedy @covid_parent @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 I’m seeing why they stopped calling it global warming and now calling it climate change.😂🤣💰💰🤡,[],2021-11-29 14:27:12
5359,"Tom Gillispie, LET'S KEEP NATURE LOOKING NATURAL","Rural Hall, North Carolina, USA","#environment Links to CLIMATE CHANGE #climatechange #climate #change #global #warming #CO2 #preserve_nature
https://t.co/gS4L5Ydo73 https://t.co/0KveWCIqzO","[{'text': 'environment', 'indices': [0, 12]}, {'text': 'climatechange', 'indices': [37, 51]}, {'text': 'climate', 'indices': [52, 60]}, {'text': 'change', 'indices': [61, 68]}, {'text': 'global', 'indices': [69, 76]}, {'text': 'warming', 'indices': [77, 85]}, {'text': 'CO2', 'indices': [86, 90]}, {'text': 'preserve_nature', 'indices': [91, 107]}]",2021-11-29 14:27:07
5360,Patrick פטריק ⭐️ 🇮🇱,"Drumheller, Alberta, Canada","Then why every time there’s a storm are the climate zealots using it as an example of global warming, climate change or whatever the hell the left wing flavour of the day is? https://t.co/yB2g31clML",[],2021-11-29 14:24:12
5361,IGB Berlin,Berlin,"After the World Climate Summit #COP26 we asked IGB scientists Rita Adrian, Sonja Jähnig and Mark Gessner how they assess the #ClimatePact and how global warming affects #freshwaters and the aquatic #biodiversity. Read their answers at &gt; https://t.co/64wRM35puW","[{'text': 'COP26', 'indices': [31, 37]}, {'text': 'ClimatePact', 'indices': [125, 137]}, {'text': 'freshwaters', 'indices': [169, 181]}, {'text': 'biodiversity', 'indices': [198, 211]}]",2021-11-29 14:22:30
5362,Matt Bednarsky,"Lehigh Valley, PA","One of my sincerest honors this year is having been able to collaborate with @WWFMy .

I'm grateful to share that they used my song ""Garden"" in their video about turning the tide on global warming and climate change.

Check it out 🌏 https://t.co/Kcy3Vp1A4j",[],2021-11-29 13:43:48
5363,Michael Kelley,"Kansas City, MO","#ClimateChange is real and already having a tangible effect on our nation's #infrastructure. Yet, in #Missouri, #MODOT says it ""steers clear of the topics of climate change and global warming.""

https://t.co/vLRd2dhiLY","[{'text': 'ClimateChange', 'indices': [0, 14]}, {'text': 'infrastructure', 'indices': [76, 91]}, {'text': 'Missouri', 'indices': [101, 110]}, {'text': 'MODOT', 'indices': [112, 118]}]",2021-11-29 13:41:50
5364,jack dor,,@Tom_the_Cabbie Its not global warming its climate change. Well thats what we are told when our eyes tell us its fecking freezing.,[],2021-11-29 13:38:00
5365,Michael Matury,,"They were going to use them to assess the effects of global warming on mountain goats. My conclusion? Humans fixation on climate change is killing park animals. 

https://t.co/afCjQoo7PX",[],2021-11-29 13:19:01
5366,Manny Cuello,New Brunswick,Never forget the phrase climate change was made up by @FrankLuntz to downplay the severity of global warming. Call it global warming https://t.co/zOUWUF7F0q,[],2021-11-29 13:12:48
5367,Water Innovation Accelerator,,"The department recommended higher fees for oil and gas leases, but there was no sign the government planned to take global warming into account when weighing new applications

https://t.co/wlqRjHBa3G

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature","[{'text': 'water', 'indices': [201, 207]}, {'text': 'drought', 'indices': [208, 216]}, {'text': 'flood', 'indices': [217, 223]}, {'text': 'globalwarming', 'indices': [224, 238]}, {'text': 'ESG', 'indices': [239, 243]}, {'text': 'environment', 'indices': [244, 256]}, {'text': 'dayzero', 'indices': [257, 265]}, {'text': 'heat', 'indices': [266, 271]}, {'text': 'nature', 'indices': [272, 279]}]",2021-11-29 13:04:39
5368,Ōsama bin Laden Ranking,,"Everyone from Modi to secular nationalists to a certain Marxists like to pretend that the Third World has little responsibility wrt emissions and climate change; but leave aside global warming- the immediate victims of domestic air pollution are domestic.

We're choking ourselves https://t.co/W2Pok9LKKr",[],2021-11-29 13:02:06
5369,Paul Dawson,"Glasgow, Scotland","Climate change has a central injustice: The parts of the world that contribute the least to global warming stand to suffer the most as temps climb.

Meanwhile, major producers &amp; consumers of fossil energy, have become the wealthiest countries in the world. https://t.co/UEE70qd3Wf",[],2021-11-29 13:00:01
5370,Mwarang'ethe,,The climate change vodoo scientists will claim cold weather is caused by global warming. https://t.co/fD6ko46mdj,[],2021-11-29 12:22:32
5371,Paul,,"@fishyfish67 @thinks_about_it @KeillerDon @Narvuntien @RijpeW @shicks_sam @IBergwiesel @jimdtweet @TheDisproof @Climatehope2 @RoyPentland @automatrix66_KC @Disorganised1 @Robert76907841 @FriendsOScience @RjeanGirard1 @ClimateCatastr3 @Barbarajdurkin @AldoSterone111 @rogermarksmen @KCTaz @MikeDel21893959 @CarrudoDon @johnson_wrjohn1 @Osprey0 @GraceIrene21 @0Sundance @DK25769559 @peteh678 @d_e_mol @MedBennett @GZzyzyx @alison_pannell @BubbasRanch @StormSignalSA @Askgerbil @cjtjgeol @troll_ned @Barrtecforever @stupid_cowboys @300cba @jgorman2424 @no2wind @Coconutdog01 @williamogilvie1 @gmvasey @PeterMayfitz @SharkSandwhich @unitambo @RustyAway Mankind is only responsible for about 3% or less of 420ppm co2 in the atmosphere!

That's why all these scientists don't agree with man made global warming...
https://t.co/xmXzudLXYn",[],2021-11-29 12:22:29
5372,Ruth Anderson,,Keep Appointing John Kerry - WSJ https://t.co/SjhwFiMVGd,[],2021-11-29 12:10:44
5373,Hossna Hanafy - حسنة حنفى,Alexandria_Egypt,"#Christmas #gingerman with no hot cocoa because of the super hot weather🤦🏻‍♀️
Egypt, global warming, and climate change really knows how to ruin the fun little things 😩 https://t.co/GjDos0NxFI","[{'text': 'Christmas', 'indices': [0, 10]}, {'text': 'gingerman', 'indices': [11, 21]}]",2021-11-29 12:05:44
5374,Paul Dawson,"Glasgow, Scotland","A society of 50,000 physicists:

“Multiple lines of evidence strongly support the finding that anthropogenic greenhouse gases have become the dominant driver of global climate warming observed since the mid-twentieth century,” https://t.co/XVyTMXIgxT",[],2021-11-29 12:00:00
5375,Brad,,@WBEN Another “global accord” like global warming which the left changed to climate change as a catch all to tell everyone what to do. The left instills fear - which they are doing with this mild symptom omicron - unnecessarily so the world regresses. The opposite of progressive.,[],2021-11-29 11:59:58
5376,one earth(minoru .T),Japan,"The change in the global environment due to global warming is rapid at the speed of this world (the law of the universe), not the speed of human society.
And the time lag between human society and this world should also appear in the law of inertia.1/2
https://t.co/MZBdbCdEhK",[],2021-11-29 11:58:00
5377,sinbad,,"The international community must put pressure on China to publish its carbon footprint in BRI projects. Because everyone is affected by climate change, these less-developed BRI countries will be forced to manage the trade-off between global warming and ...
https://t.co/jjQkPIPEb0",[],2021-11-29 11:55:53
5378,JC Bautista,,"@CARandDRIVER @BMW @Ford I'd go for the Mustang EV.  Because knowing what we know about Climate Change &amp; Global Warming &amp; the recent unprecedented flooding in Europe &amp; America, to go for an IC vehicle now, seems almost sinful. I'm a gearhead but my gearheadedness stops when the environment is on the line",[],2021-11-29 11:53:19
5379,🇨🇦🇬🇧Soshul Distan Singh,"North Korea, Ontario",Hotter than expected = global warming. Colder than expected = climate change.  We gotcha covered. https://t.co/CbEXIS2elZ,[],2021-11-29 11:51:34
5380,Allan Moore. Disfellowshiped JW. Still believing!,"Dagenham, Essex.","Has it crossed anyones mind that it is possible to trace the causes of climate change and global warming back thousands of years?

Primary cause, the massive deforestation that created most of our deserts. https://t.co/8MTXUsR4Wg",[],2021-11-29 11:46:27
5381,Justiss Goode,"Los Angeles, Ca.","Global Warming is Causing Climate Change and Maybe Even a Rainy Day | by Justiss Goode | Jul, 2021 | Medium - via @pensignal  Read this thought provoking story https://t.co/N6w0AGyAd0 and don't forget to share your thoughts.",[],2021-11-29 11:33:44
5382,Bernard Saavedra,,"@shanepro321cook @TibsterAU They found that after many embarrassments, the best way to continue with the lie is to blame everything on Climate Change, which used to be Global Warming, remember??",[],2021-11-29 11:32:42
5383,Don Bosco Green Alliance,Global,"Trees can help us fight climate change. They absorb carbon dioxide as they grow, the carbon stored in their wood can help lower the impact of global warming. They nututure ecosystems and restore and maintain their balance. Trees will protect and secure our future! https://t.co/4eFtxhGhAr",[],2021-11-29 11:25:56
5384,Richard Turner,,"@magapolitics2 surprised the brainwashed numpties haven't started saying that the snow is because of climate change, like they did with the strong winds at time of cop26. Seem to remember they all told us that global warming will result in no more snow.",[],2021-11-29 11:25:12
5385,Sebastian Grabowski,,"@PeterSweden7 Educate yourself.

Name global warming is not correct. Unfortunately, the media companies are using it.

It is climate change.

Some regions will get much colder. Some regions will get much hotter.",[],2021-11-29 11:14:43
5386,SEO Specialist,USA,"Diwyc or “Do It While You Can” song on Global Warming and Climate Change is a reminder for everyone to play their role in reversing the effects of Climate Change.
https://t.co/NDWnHIsgHT 

#climatechange  #diwyc #extinctionrebellion #climateaction #cop27 #environment","[{'text': 'climatechange', 'indices': [189, 203]}, {'text': 'diwyc', 'indices': [205, 211]}, {'text': 'extinctionrebellion', 'indices': [212, 232]}, {'text': 'climateaction', 'indices': [233, 247]}, {'text': 'cop27', 'indices': [248, 254]}, {'text': 'environment', 'indices': [255, 267]}]",2021-11-29 11:14:06
5387,Andrzej Kozlowski,,The most idiotic pseudo-scientific thing you often hear is “the planet is suffering from global warming” or excess of CO2 or climate change etc. If you find anybody saying this you should dismiss this person as a complete ignoramus or an idiot or most likely both. That is not,[],2021-11-29 11:07:06
5388,Shire HODL,,"@wrenhodl @emergent_btc Destruction of the ozone layer, global cooling, global warming, climate change. A lot of narratives.",[],2021-11-29 10:56:19
5389,غلا,"Al Adailiya, Kuwait",Global warming and climate change made this November feel like a September,[],2021-11-29 10:17:51
5390,Deinon Insurance Brokers LLC,Dubai,"Parametric Insurance Solutions - Climate Change  Related to Global Warming for Nepal. 

Learn more at: https://t.co/tEnMzxYoWM

#parametricsolutions #parametricinsurance #globalwarning #climatechange #nepal #riskanalysis #deinon #insurancebrokers #risk #risktransfer #reinsurance","[{'text': 'parametricsolutions', 'indices': [128, 148]}, {'text': 'parametricinsurance', 'indices': [149, 169]}, {'text': 'globalwarning', 'indices': [170, 184]}, {'text': 'climatechange', 'indices': [185, 199]}, {'text': 'nepal', 'indices': [200, 206]}, {'text': 'riskanalysis', 'indices': [207, 220]}, {'text': 'deinon', 'indices': [221, 228]}, {'text': 'insurancebrokers', 'indices': [229, 246]}, {'text': 'risk', 'indices': [247, 252]}, {'text': 'risktransfer', 'indices': [253, 266]}, {'text': 'reinsurance', 'indices': [267, 279]}]",2021-11-29 10:13:56
5391,ARGB🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿,,"@Wass2020 He ruined a good prog with his ott blame everything on climate change ,notice he almost said global warming but that's been dumped.",[],2021-11-29 10:04:18
5392,.::Psyched::.,Some Place In Time And Space ,@PeterSweden7 @Volantis16 Oh waaw. I thought we explained all that already? Global warming/climate change creates more extreme weather. That includes more extreme cold too... Anyway. The earth isn't flat either... And earth is not the center of the universe no...,[],2021-11-29 09:59:09
5393,Norbert,,@typofoto It's why they changed it from global warming to climate change.,[],2021-11-29 09:34:53
5394,m,🇵🇰,"@Pareezae_ global warming could be disaster in upcoming decade

even our whole agriculture routine is already change but no gov farmers collaboration seems in Pakistan like in other countries

person who has any link with agriculture know how this year climate change badly effect farmers,",[],2021-11-29 09:32:32
5395,Sam Gatige Gathari,,@MyZeroCarbon That's wonderful.. let's encourage all retailers in various port's around the globe to ebrace rail transport for their merchandise.. it's economical effective and reduces zero carbon to the atmosphere.. henceforth stopping global warming and climate change..#saveplanetearth,"[{'text': 'saveplanetearth', 'indices': [272, 288]}]",2021-11-29 09:21:46
5396,EBSummit,Brussels,#EUABS2021 We know that agriculture account about 50% of global warming. The lands warm faster than the ocean. We need to change our agriculture in order to slow down the climate change. - Prof. Daniel Nahon @univAMU_Europe,"[{'text': 'EUABS2021', 'indices': [0, 10]}]",2021-11-29 09:17:31
5397,Shridhar Mahajan,"Pune, India","Morally, ethically and virtue wise bankrupt nations are the most ill equipped to combat the threats of climate change due to global warming as eat, drink and make merry are the means of lavish lifestyles, habits and thus they are far away from the hard core realities of life...",[],2021-11-29 09:06:51
5398,thalesnemo,North America,@fleroy1974 2// Climate change has been known and understood for over 140 yrs![ 1827-1965 ]1️⃣ https://t.co/7EzF1wMWws 2️⃣ https://t.co/cnE5ZU8C0J 3️⃣ https://t.co/SAta4CsCb4 4️⃣ https://t.co/WFqc7vXb2Y 5️⃣ https://t.co/tVXPZ6Mwdl 6️⃣ https://t.co/o1iSRmm4Jr 7️⃣ https://t.co/Vbs1W92xnw,[],2021-11-29 09:03:34
5399,All.Deep.Learning,,"@Gilliganista @dawnymock There is no pole shift.
If anything there either is a magnetic pole flip or earth axis wobble. That's it.
Neither have any impact on the time frame of the current global warming and climate change phenomenons.",[],2021-11-29 08:58:52
5400,Marc MacDhùgaill,North of Hadrian's Wall.,"Scientists believe Scotland had a Mediterranean climate around 10,000 years ago.

Imagine the jet stream changed somehow because of climate change, and Scotland became a hot country again. Bring on the global warming! 😆",[],2021-11-29 08:50:10
5401,steve cain,"Stafford, England",@mikeportsmouth Did you not get the memo? It’s not global warming (or warning) it’s now called “climate change” Back in the 70’s Those bastards promised me vineyards in Yorkshire !,[],2021-11-29 08:33:07
5402,clickcashprofit,,"Climate Change Is Driving Some Albatrosses to ‘Divorce,’ Study Finds https://t.co/hvFsPsOOfJ 
By BY NATASHA FROST from NYT World https://t.co/Xxd26jtXUr
via IFTTT Birds, Global Warming, Conservation of Resources, Reproduction (Biological), Research November 29, 2021 at 04:06AM…",[],2021-11-29 08:25:40
5403,😸 Lisle B 😸,"Johannesburg, South Africa",@ASHILinRealLife @Mr_brown01 I'm sure I am Ashil. I do know we need the sun. But all I know is that climate change and global warming is causing the sun to beat down harder on our heads. Sometimes I feel like my brain is being fried 😥🤣,[],2021-11-29 08:22:14
5404,Kristopher Van Duncan🇳🇱,Your mums house,"Those who dont believe in climate change or global warming.

Are you just very simple in the mind or plain out fuckin dumb",[],2021-11-29 08:11:28
5405,andy brook,North Lancing in West Sussex ,"Albatross ‘divorce’ rates up due to climate change, study finds https://t.co/mIDdwEMYa0",[],2021-11-29 08:07:16
5406,Swee_Ladiva,Nakuru Kenya,"Climate change is real. Global warming is real. Our forests are on the verge of extinction. We need to be all involved in efforts to reverse the adversity of our past recklessness with the environment.
@KAM_Kenya
#SustainingOurForests https://t.co/YH34codIBL https://t.co/prqxYPlX10","[{'text': 'SustainingOurForests', 'indices': [213, 234]}]",2021-11-29 07:54:13
5407,Tavares Roj,,@JuliaHB1 this is why they cunningly changed the name from global warming to climate change so they could blame everything on climate including cold weather,[],2021-11-29 07:52:41
5408,Steven Taylor aka tom,Lanzarote,"Everyone freezing their nuts off in the UK 
Global warming eh 
Oh I wonder why they went for climate change instead 🤔",[],2021-11-29 07:49:56
5409,Charles Harvey,"Grenfell, New South Wales",What better way for the @ScottMorrisonMP LNP to display their climate change denialism then to stop states joining a world movement to keep global warming under 2deg c. Really the whole putrid bunch of them should be tried for crimes against humanity. https://t.co/qtZPWEcttV,[],2021-11-29 07:47:45
5410,Dangerously Based,Italia,"@PeterSweden7 @miia_2018 That's why they changed name!
Not it's not ""global warming"" anymore, but ""climate change"", so whatever it happens it's always our fault!
And we can be taxed about it.",[],2021-11-29 07:43:28
5411,Toheed Khan,,"What are the effects of climate change and global warming? Like rising maximum temperatures.
rising minimum temperatures, rising sea levels, higher ocean temperatures.
#OurPlanetOurFuture 
#BritishCouncil 
#TheClimateConnection https://t.co/uTJTNiusZ6","[{'text': 'OurPlanetOurFuture', 'indices': [168, 187]}, {'text': 'BritishCouncil', 'indices': [189, 204]}, {'text': 'TheClimateConnection', 'indices': [206, 227]}]",2021-11-29 07:36:53
