,username,location,text,hashtags,tweet_date
2880,Bill Murray's Groundhog day Everyday,Canada,"@JustinTrudeau March 1888 blizzard dumps over 60"" of snow in a two day period on NYC

Was that climate change? Global warming? Or global cooling before warming?

Just trying to get my facts straight to feel better about the next carbon price increase because of ""extreme"" weather",[],2021-11-25 12:33:43
2881,Manish Khurana,"New Delhi, India","Exxon says it backs scientific consensus on climate change, but one executive cast doubts https://t.co/s3RQoyNRG0

#GlobalWarming #ClimateChange #ClimateCrisis #ClimateEmergency #WeDontHaveTime","[{'text': 'GlobalWarming', 'indices': [115, 129]}, {'text': 'ClimateChange', 'indices': [130, 144]}, {'text': 'ClimateCrisis', 'indices': [145, 159]}, {'text': 'ClimateEmergency', 'indices': [160, 177]}, {'text': 'WeDontHaveTime', 'indices': [178, 193]}]",2021-11-25 12:30:01
2882,Yellow Hand,,"Ever wonder why the #lunaticLeft constantly plays with words, for example, when it replaced 'global warming' (which made no sense) with 'climate change' (which fits every occasion)?
Answer: #lunaticLeft uses words to control YOUR
behavior and thinking. https://t.co/bEgkstZvLr","[{'text': 'lunaticLeft', 'indices': [20, 32]}, {'text': 'lunaticLeft', 'indices': [190, 202]}]",2021-11-25 12:24:07
2883,Patience Rusare,"Harare, Zimbabwe","#AHRC2021_FDP Centre for Human Rights, University of Pretoria  
The effects of climate change go far beyond global warming and rising sea temperatures. They entail rapid-onset weather events such as intensified flooding, drought, and wildfires. These clim…https://t.co/gti7ctlyMc","[{'text': 'AHRC2021_FDP', 'indices': [0, 13]}]",2021-11-25 12:19:38
2884,robert hall,"Adwick le Street, England","@PeterSweden7 @JOHjohJOH12 Ahhh the old global warming thingy , when they realised it wasn’t actually warming up they changed the tune it’s now climate change . Whatever next ?",[],2021-11-25 12:08:58
2885,Addis fortune,,"Climate-change projects could provide a unique opportunity for women. By directing financial resources effectively, the world can make significant progress in tackling both global warming and gender inequality, writes Marjut Falkstedt. https://t.co/FzkhX7EmR8 https://t.co/rRmhxnJ6kI",[],2021-11-25 11:35:02
2886,Newt,Bateau Bay Beach,Climate Change/Global warming is Bullshit https://t.co/gYAF8Hxsm2,[],2021-11-25 11:27:51
2887,Contributed,,"@realRick_AUS Global warming , ehem climate change",[],2021-11-25 11:26:45
2888,Newt,Bateau Bay Beach,"Australia’s dams are overflowing.
Why aren’t we building more???
A reminder to all that global warming/climate change is all Bullshit!!! https://t.co/LHvr2QPzXO",[],2021-11-25 11:20:55
2889,Paul Polman,,Some companies are worth helping to change. Others frankly not. That culture seems truly rotten. Hard the explain the continuous PR gaffes.  https://t.co/UQx0aFYdER,[],2021-11-25 11:16:08
2890,Pàtàkì,,"@munyachawawa Tell William that the ""evil forest"" was a way of protecting the forest, wildlife habitats, to prevent climate change and global warming. Until the arrival of the Europeans with guns in the early 1900s leading to   the greatest losses of wildlife in Africa.",[],2021-11-25 11:15:20
2891,Electoral Psychology Observatory,,And in other news... https://t.co/jaqZw2PyqE,[],2021-11-25 11:14:07
2892,Nitroman 🇬🇧🇺🇲🇨🇦🇦🇺🇳🇿🇮🇳,Nitroland,"Climate change: Ships stuck in Arctic ice as region freezes over in bizarre reversal. Fed a lie to suit a agenda. @SkyNews @BBCNews

https://t.co/yi4wqFaxhy",[],2021-11-25 11:14:02
2893,William Huston 🔵,"Endicott, Broome Cnty, NY US","@latimeralder @SteveG06322664 Are we talking about climate change? or global warming? These terms are not synonymous.

e.g., Desertification is part of Climate Change but not necessarily caused by global warming.",[],2021-11-25 11:08:10
2894,thalesnemo,North America,@denise_dewald @Miscellaneousmm 2// Climate change has been known and understood for over 140 yrs![ 1827-1965 ]1️⃣ https://t.co/7EzF1wMWws 2️⃣ https://t.co/cnE5ZU8C0J 3️⃣ https://t.co/SAta4CsCb4 4️⃣ https://t.co/WFqc7vXb2Y 5️⃣ https://t.co/tVXPZ6Mwdl 6️⃣ https://t.co/o1iSRmm4Jr 7️⃣ https://t.co/Vbs1W92xnw,[],2021-11-25 10:59:35
2895,Justiss Goode,"Los Angeles, Ca.","Global Warming is Causing Climate Change and Maybe Even a Rainy Day | by Justiss Goode | Jul, 2021 | Medium - via @pensignal  Read this thought provoking story https://t.co/xPy6oJCRpA and don't forget to share your thoughts.",[],2021-11-25 10:57:47
2896,wantout1234wto,,"We were warned of the second ice age years ago.
We should be producing more CO2 to prevent this.
Plants are dying due to this cooling.

Climate change: Ships stuck in Arctic ice as region freezes over in bizarre reversal | Science  https://t.co/dYf2gv1HbW",[],2021-11-25 10:52:54
2897,PK,Kerala,"@elonmusk @rice_fry It is well-known that CO2 emissions contribute to global warming and climate change, which can significantly cause severe impacts and consequences for humans and the environment. We have a project to work on. How I can contact you/your representative? So we can discuss!",[],2021-11-25 10:52:23
2898,Andrew Johnson,,"@darrengrimes_ @PrisonPlanet Those ‘living flame’ gas fires are definitely NOT green, they’re there to look pretty 90% of the heat goes up the chimney ultimately contributing to………….. global warming or climate change or whatever the trendy term for it is this particular hour",[],2021-11-25 10:42:10
2899,Revolotto,Worldwide,"🌳Voice of Mother Nature

🌍It's time for the restoration of Mother Nature, We don't want any more Global Warming and Climate Change.

''Ooo'' people of the world join the revolution.
Save our Home Planet. it's time for awakening.

👑Hold is Gold👑

#Revolotto #Bitcoin #Binance","[{'text': 'Revolotto', 'indices': [246, 256]}, {'text': 'Bitcoin', 'indices': [257, 265]}, {'text': 'Binance', 'indices': [266, 274]}]",2021-11-25 10:35:33
2900,The Swedish Chef,,We’re Safer From Climate Disasters Than Ever Before by @BjornLomborg https://t.co/3RyOYc2ogu via @WSJOpinion,[],2021-11-25 10:30:11
2901,Fresh Fish✷,,"@MullahCo You say yes to a weeks vacation funded, arranged and paid by a man. You get there and refuse to open leg under the guise of ? Tough girl? What did you think you were going there to do ? Discuss about global warming and climate change? If you don’t geddifok 😏😏😏 https://t.co/sFM3xS3oBN",[],2021-11-25 10:16:33
2902,Mr Anderson,Matrix,"A climate change denialist who thinks global warming is real, how quaint really. https://t.co/6Uxz2RUaPz https://t.co/acrwHxmmJ1",[],2021-11-25 10:09:09
2903,CGTN Global Business,Beijing,"Home to one of the world’s largest #mangrove forests, #Indonesia is doubling down on climate change efforts. Restoring the plantations of mangroves, which absorb carbon at least five times greater than tropical forests, turns out to be an effective tool to fight global warming. https://t.co/eFhnreGWIt","[{'text': 'mangrove', 'indices': [35, 44]}, {'text': 'Indonesia', 'indices': [54, 64]}]",2021-11-25 09:59:00
2904,Dr Matthew Fraser,Paris,"Wonder when climate change will be used in court as grounds for human divorce.... Albatrosses, the world’s most monogamous creatures, are “divorcing” more often – and global warming may be to blame. https://t.co/VPob4TOXah",[],2021-11-25 09:52:39
2905,The other Nelson,,"@Bidlet47 @richardbrunning @PaulCowland_ You have succinctly described the entire C02 ""catastrophist global warming climate change emergency breakdown tipping point extinction"" agenda comedy show.",[],2021-11-25 09:37:07
2906,Peter Clack,"New South Wales, Australia",The fear narrative about global warming/climate change failed to predict the future. Never once has a prediction come true in 50 years. It failed to look at the past &amp; ignored science &amp; far higher levels of carbon dioxide &amp; warmer conditions for 600 million years. It's a scam.,[],2021-11-25 09:37:00
2907,Ivan Faiella,,"3.  it is a while that the scientific community recognizes that RCP8.5 DOES NOT assume an absence of climate change mitigation policies
https://t.co/t5Te93lHS9",[],2021-11-25 09:17:29
2908,"Tom Gillispie, LET'S KEEP NATURE LOOKING NATURAL","Rural Hall, NC","#climate #change Links to FIXING CLIMATE CHANGE #climatechange #CO2 #global #warming #preserve_nature #nature
https://t.co/LX7tewgICx

LET'S KEEP NATURE LOOKING NATURAL https://t.co/lSMgOO0CoI","[{'text': 'climate', 'indices': [0, 8]}, {'text': 'change', 'indices': [9, 16]}, {'text': 'climatechange', 'indices': [48, 62]}, {'text': 'CO2', 'indices': [63, 67]}, {'text': 'global', 'indices': [68, 75]}, {'text': 'warming', 'indices': [76, 84]}, {'text': 'preserve_nature', 'indices': [85, 101]}, {'text': 'nature', 'indices': [102, 109]}]",2021-11-25 09:16:54
2909,Chief Ragnar Olorunisola Rollo,,@TheBriDen They are going to attend Climate Change and Global Warming submit in Paris! 🤣🤣🤣,[],2021-11-25 08:57:08
2910,liam mcglinchey,Ireland,"@Neilcharles1450 @TheKingsTrigger @JohnDublin10 @MarionMartin199 @jpgcrowley @HernandezSteele @ejwwest @B_Bolshevik100 @RoyPentland @DocSnow1 @d_e_mol @FriendsOScience @PierreTherrie17 @roger_clague @LouisCy72344053 @27Legin @OscarsWild1 @variegated2 @BJChippindale @ZombiePiano @Anthony04821617 @njbtweet @Ceist8 @FChecker76 @TomPlesier @Michael_56 @jonwaldron @Veritatem2021 @Anna98831 @Tangomitteckel @scientist_for @priscian @JR4_Truth @aSinister @BubbasRanch @jefftonna1 @ImRusts @fagandr1 @FillmoreWhite @Lo_VVriter @Spencerfletch0 @Realnotdreamer @xxghostface420 @Robert76907841 @MikeDel21893959 @Jaisans @Kenneth72712993 @flyonthewall182 @JoshSehn @rubiginosa Well, clearly, some of the beliefs of Nazis had influenced politics in your chosen country, as evidenced by their embrace of institutional racism and formation of actual Nazi orgs.
And you deny climate change, which will have a large effect in Africa... https://t.co/TZEuSw8p7x",[],2021-11-25 08:50:08
2911,Nick Hedley,South Africa,@tendaim65 You may not know that South Africa is one of the most vulnerable countries in the world in climate change. The Western half of the country is increasingly water scarce and we're warming at twice the global average rate. Water and food security a major risk.,[],2021-11-25 08:42:23
2912,🌴,,"Exxon says it backs scientific consensus on climate change, but one executive cast doubts - The Washington Post https://t.co/yVFIgcB5F1",[],2021-11-25 08:32:57
2913,2FAQs,,"Climate change is real, Global warming is real, call us today for professional indoor air quality solutions.",[],2021-11-25 08:18:01
2914,Monna Naseer🌚💓☕,Pakistan,"On avg, only 1 tree is planted for every ten trees cut down. 
This  insufficient Reforestation exacerbates looming thread of global warming &amp; climate change. 

#climatechange
#ClimateCrisis 
#ClimateActionNow","[{'text': 'climatechange', 'indices': [164, 178]}, {'text': 'ClimateCrisis', 'indices': [179, 193]}, {'text': 'ClimateActionNow', 'indices': [195, 212]}]",2021-11-25 08:11:23
2915,Parks & Playgrounds,"Newcastle, Australia","Climate Change/Global Warming are Nice names for the Deadly Crisis facing our unique Planet.
Economics, as practiced, misled Governments into thinking Global warming was no problem.
CO2 &amp; Heating were identified IGY 1957-8 yet Humanity increased emissions rather than reduce them! https://t.co/DBiHfagDWk",[],2021-11-25 08:03:35
2916,Adaptation Exchange by the NWP,"Bonn, Germany","In December this year, the International Conference on Climate Change and Global Warming will take place.
The conference brings together leading scientists, researchers and scholars to exchange their experiences and research results.
Learn more ➡️ https://t.co/6CtP2ul7mC https://t.co/DoljVJgjtt",[],2021-11-25 08:00:01
2917,David Ho,Honolulu/Paris,"What’s crazy is that Wally Broecker published his Science paper where he coined the term “global warming” in 1975, and he subsequently briefed Congress on climate change many times. Jim Hansen’s famous Congressional testimony on climate change was in 1988. All before 1990.",[],2021-11-25 07:49:07
2918,Sweet Sweet,Kenya,The way Africa is already getting the short end of the stick with climate change &amp; global warming,[],2021-11-25 07:32:11
2919,ℙℍ𝕋ℍ𝔸ℍ.,OUTER FIRMAMENT,"@kenyanRevolt @johnallannamu Global Warming/Climate Change are all buzzwords and myths; Trojan horses for Authoritarian rule and/or manufacturing consent for GEOENGINEERING and related weapons.

Man is a miniscule component of the universe to affect its course.",[],2021-11-25 07:13:14
2920,priya rajpoot,ahemdabad Gujarat ,"MP government is
Takingany step towards tackling the effects of global warming and climate change .
#MPKaPowerSolar https://t.co/qzXT9UPRH5","[{'text': 'MPKaPowerSolar', 'indices': [100, 115]}]",2021-11-25 06:59:34
2921,Äñanyâ 👼 Påñdēy,"Noida, India","MP government is
Takingany step towards tackling the effects of global warming and climate change through this initiative
#MPKaPowerSolar https://t.co/bYQQrVEBM6","[{'text': 'MPKaPowerSolar', 'indices': [122, 137]}]",2021-11-25 06:59:11
2922,Sport 1954,"Richmond, London",@skdh Will climate change and global warming delay the coming of next Ice Age by a few thousands of years ?,[],2021-11-25 06:55:18
2923,Shree,"Pune, India","Seals should accept full responsibility and  turn vegan.  How dare they eat fish??
Do they not know the environmental impact of eating meat ?
Are they even aware of climate change and global warming?
Who's gonna save the glaciers ? Humans??? https://t.co/BIkLSX1YDx",[],2021-11-25 06:42:38
2924,#KeepitOn Chiemi PD.h #KeepItOn,,@tandfonline #Cows are generating #Methane gas contributing to global warming and climate change. So why #Cows causing trouble everywhere and at all times? #KeepitOn,"[{'text': 'Cows', 'indices': [13, 18]}, {'text': 'Methane', 'indices': [34, 42]}, {'text': 'Cows', 'indices': [105, 110]}, {'text': 'KeepitOn', 'indices': [156, 165]}]",2021-11-25 06:35:02
2925,Dhruv 🤓,आपके घर 🤓,"Taking a step towards tackling the effects of global warming and climate change, the state government is starting an ""Urja Literacy Campaign"" in MP
#MPKaPowerSolar https://t.co/xQgQ6M6BEz","[{'text': 'MPKaPowerSolar', 'indices': [148, 163]}]",2021-11-25 06:31:01
2926,Complex,New York,"Global warming may be putting a serious strain on albatrosses’ relationships. 

https://t.co/C1fwTOtor1",[],2021-11-25 06:14:16
2927,chris martinez,,"@VMJJ62 @Nwa_anyamele @DavidMuir Yes and look at all the private jets flying in to talk about climate change, formerly known as global warming, depleting ozone layer, acid rain, rising sea levels 😂🤣😂",[],2021-11-25 06:10:26
2928,Vetriselvan Muthuraj,"Chennai, India",@CodeNDrive Putting global warming in simple terms is fear mognering!! So you actually deny climate change science!!,[],2021-11-25 06:09:15
2929,Dr Jessica Halliday,,"A must listen: @GhoshAmitav  on @ninetonoon discussing colonisation, climate change, the pandemic and other planetary crises. 

How the history of nutmeg interfaces with global warming https://t.co/52T8EyeSz1 https://t.co/zceIU2TkAa",[],2021-11-25 05:55:39
2930,CLEAN,"New Delhi, India","Global warming to hit India the worst in Asia by 2070
Read more:
https://t.co/VkXJuSAYLX",[],2021-11-25 05:54:20
2931,Anthony S,"Long Island, NY",100s of years from now an asteroid could wipe out new york or Hollywood. This nasa spaceship counteracting this asteroid is good news as this can be a serious a threat to us even quicker than global warming and climate change and I'm glad they found a way to prevent it.,[],2021-11-25 05:31:30
2932,𝓢𝓪𝓷𝓴𝓪𝓻,Tamil Nadu,"// We will still have impacts of climate change. // That's all. 

// so that we can rapid global warming !! //

Only fear-mongers can make such a statement! https://t.co/PwShgpemdA",[],2021-11-25 05:16:27
2933,𝓢𝓪𝓷𝓴𝓪𝓻,Tamil Nadu,"@m_vetriselvan // We will still have impacts of climate change. // That's all. 

// so that we can rapid global warming !! //

Only fear-mongers can make such a statement!",[],2021-11-25 05:16:20
2934,Mr Jessup,"Newcastle, NSW, Australia",@FatMan82935889 @Shirley56733062 Remember how they changed the term global warming to climate change because it didn't suit the narrative????,[],2021-11-25 05:13:44
2935,KNX 1070 NEWSRADIO,Los Angeles,"As climate change and global warming become an ongoing topic of discussion, many are left wondering how Mother Nature can be protected.

But does nature have legal rights?
https://t.co/Rd01UyfKvL",[],2021-11-25 05:00:01
2936,William Huston 🔵,"Endicott, Broome Cnty, NY US","@claudia_stauber Yes I'm certain humans have poisoned our ecosystem in various ways, air &amp; oceans, &amp; Anthropogenic Global Warming is real...

but I'll agree the elites are clearly using ""Climate Change"" to push a sinister agenda.

AGW is not the biggest problem we face.
It's not my issue.",[],2021-11-25 04:53:33
2937,Abdul Lathif,,Global science climate change. I have numerous tweets informed that global warming &amp; climate change that started hundred thousand years cannot be stopped but can be slow down with inevitable disasters flood draught epidemics. Prime target will be white race.,[],2021-11-25 04:49:02
2938,Simkin Hart,,"@Angela52376 No, it would definitely not be fun. Seriously, with global warming causing climate change, our future generations are totally screwed. And it's going to get worse because the demand for oil, gas, and coal is increasing every year. So we're doomed.",[],2021-11-25 04:47:34
2939,Allak Weda,Nairobi,Western civilization is unsustainable with increased world population. Most global initiatives like global warming are geared towards maintaining and has nothing to with climate change or love for humanity. https://t.co/mi9f191cNH,[],2021-11-25 04:45:58
2940,Vetriselvan Muthuraj,"Chennai, India","@CodeNDrive We will still have impacts of climate change. So your view is that we can also burn coal, so that we can rapid global warming !!",[],2021-11-25 04:44:47
2941,Paul,,"@stevebimpson @DawnTJ90 @LittleIceAge These guys can't find any man made global warming either!
https://t.co/xmXzue3yPV",[],2021-11-25 04:32:23
2942,Manish Khurana,"New Delhi, India","Global warming to hit India the worst in Asia by 2070 https://t.co/p5rjGItglA

#GlobalWarming #ClimateChange #ClimateCrisis #ClimateEmergency #WeDontHaveTime","[{'text': 'GlobalWarming', 'indices': [79, 93]}, {'text': 'ClimateChange', 'indices': [94, 108]}, {'text': 'ClimateCrisis', 'indices': [109, 123]}, {'text': 'ClimateEmergency', 'indices': [124, 141]}, {'text': 'WeDontHaveTime', 'indices': [142, 157]}]",2021-11-25 04:30:00
2943,Junkyard Dogs,"South Carolina, USA","Pelosi (Gore, Obama, et al) is apparently not afraid of oceans rising due to climate change.” ]👉🏻    What Global Warming? Nancy Pelosi Purchases $25 Million Mansion in Florida https://t.co/Lja3NBLceU",[],2021-11-25 04:16:51
2944,Climate Adaptation,,Early rock art that lasted tens of thousands of years is being destroyed by global warming https://t.co/48ECEIEFbP,[],2021-11-25 04:15:09
2945,John Murdoch,Australia,Didn't the Flim Flam Man say it was never going to rain in Australia again because of Global Warming before it Became Climate Change. Not Good for Farmers with crops ready to harvest https://t.co/ooSenF8Zbo,[],2021-11-25 04:12:13
2946,Paul,,"@DawnTJ90 There isn't a consensus!!
At least not one I have seen first hand!
And I'm sure if it existed, these global warming people would be flashing it in our faces?
I wonder how many of these scientists they are counting as part of the consensus?
https://t.co/xmXzue3yPV",[],2021-11-25 04:09:25
2947,Deanne Pal,,@senatorhough Climate change ended the ice age and melted all glaciers that covered this earth long before cars and factories existed &amp; the same amount of glaciers exist today when they started this fake global warming scam.,[],2021-11-25 04:05:52
2948,Deanne Pal,,@bigRpoolthanYe @SpeakerPelosi Climate change ended the ice age and melted all glaciers that covered this earth long before cars and factories existed &amp; tha same amount of glaciers exist today when they started this fake global warming scam.,[],2021-11-25 04:04:20
2949,Bill Balzar,,"@DawnTJ90 @dbirch214 The MSM will deep six this report to give them time to generate a “NEW” study that says that this is a natural occurrence due to global warming, err… Climate Change!",[],2021-11-25 03:38:51
2950,Barter Token,,@nmlinguaphile They also change the narrative from Global Warming to Climate Change when they are faced with lower temps.,[],2021-11-25 03:35:52
2951,Root Art,"Victoria, British Columbia",How Oil Companies Hid the Truth About Climate Change | Global Warming | ... https://t.co/topN4HKBXa via @YouTube,[],2021-11-25 03:26:33
2952,Jay_In_RI,,Climate change: Ships stuck in Arctic ice as region freezes over in bizarre reversal #SmartNews  https://t.co/n14WBc0sbk,"[{'text': 'SmartNews', 'indices': [85, 95]}]",2021-11-25 03:22:43
2953,James prescott,,"Queen Nancy will be ditching the stench of BOBO by dashing away to an 11,000sq ft $25 million oceanfront mansion on Jupiter Island in Florida! What about the rising sea levels from global warming and climate change?",[],2021-11-25 03:18:14
2954,TallyLassie47@,"Tallahassee, FL",@PattyArquette Me too &amp; so many ppl don’t believe in climate change or global warming. They say it’s normal. BS not normal for polar bears &amp; penguins losing their homes due to melting icebergs!,[],2021-11-25 03:09:24
2955,lonewarriorcorpse,dying non human innocent Earth,"Global Warming-Cooling-Climate Change, B/S! Natural Balance has been &amp; is OFF - like a computer firewall protective shielding going down via Adam 1st &amp; THEN Eve FAILING their each individual testing, Adam by God &amp; Eve by Devil - snake in Garden of Eden 2 NOT eat of Tree of Life!",[],2021-11-30 23:56:12
2956,rico suave,"Naugatuck, CT","@liesarentfacts @Acyn Climate change is hoax, Ursula. Why did they stop calling it global warming?",[],2021-11-30 23:55:00
2957,@Theame2,,"After reading somewhat through your article, you based that evasive species should not be demonized because of climate change or global warming what have you.",[],2021-11-30 23:41:50
2958,Big Cats,Canada,@PamAqua2017 I think they are just tired of being ignored Scientists have been warning us about the disaster of Climate Change &amp; Global Warming for decades now &amp; everyone just turned the other way including our Governments.,[],2021-11-30 23:26:29
2959,The Hill Times,"Ottawa, ON, Canada","Editorial: Climate change is a horror story #cdnpoli

Canada has to work together to reduce our dependence on fossil fuels and to make the transition to renewable energy as quickly as possible. We have to avoid runaway global warming. 

https://t.co/QrTDbdB0CC (subs) https://t.co/mxy9PNmTpK","[{'text': 'cdnpoli', 'indices': [44, 52]}]",2021-11-30 23:21:00
2960,Ross Wise,"Athens, GA","@GMRench the car was demon possessed obviously cause I am pretty sure Jesus cast out demons into cars which then drove off a cliff into the sea which then set off global cooling, wait no global warming oh I mean climate change.",[],2021-11-30 23:13:02
2961,Exiled Séamus,Back of Rackhams,"@Markgsparrow @Lesqueenb To stop global cooling (climate change)

Note how “global warming “ has been dropped from the lexicon.  They know.",[],2021-11-30 23:11:39
2962,ecaps1space,"Huntsville, AL","@MounirLynch @Sonygamer1 @Honda Global warming wasn't happening after another 20 yrs so they say, ""hey, I got a great idea let's call it climate change, the idiots will never know and a brand new gen of idiots will fund our pockets for yrs, massive tax write offs on new tech comp and cut in greedy politicians!",[],2021-11-30 23:03:48
2963,Angry,Oklahoma,Well thank goodness we don't have to worry if having spring-like weather at the end of Nov might be a product of global warming—because Sen Inhofe disproved climate change back in '15 when he took a snowball onto the floor of the Senate! https://t.co/hfEgbOFM2G https://t.co/yl6fskR9Bw,[],2021-11-30 23:01:42
2964,CIFOR,38 countries,"📌Farmers in #DRCongo who have experienced reduced crop yields from the negative effects of climate change resort to clearing forested areas to expand production, in turn accelerating global warming as sequestered carbon is disrupted

Full story ⤵️
https://t.co/0eMfp7kO7e","[{'text': 'DRCongo', 'indices': [12, 20]}]",2021-11-30 22:33:00
2965,Vince Carter Numbers,Zimbabwe,"We've depleted the earth's resources and produced so much waste that we have to leave earth. (WALL-E/The 100 vibes). The prophesied eternity of torment, is the extreme conclusion of global warming and climate change.",[],2021-11-30 22:32:10
2966,oni,THEY/THEM ・Los Angeles,during my climate change lecture i realized that studying ecology is just knowing that you will never change the world from this stupid global warming path because all the money and resources are going towards stupid shit like colonizing mars,[],2021-11-30 22:26:17
2967,Roadkill Wallaby Reef Foundation 🌎💦🌴🦘🐨🦅🦇🐬,Murdochistan,"@FolkVegan @thepointscorer @ClimateDad77 10b people will result in further mass deforestation and exponentiate fossil fuel emissions, sealing our fate of global famines &amp; civilisation collapse. 

https://t.co/Nf2Pj1i4j8",[],2021-11-30 22:22:18
2968,Martin L Martens,"S'oksun, Qualicum FN","Yet another important part of the ecosystem that is being destroyed and, as a result, increasing climate change and global warming. https://t.co/UjkWgDrgC3",[],2021-11-30 22:02:52
2969,News That Matter,"Louisiana, USA",Global climate change has brought to the forefront the magnitude of how warming conduces super heat waves and mega wildfires across all inhabited continents of the planet. https://t.co/axzdIaVYlt,[],2021-11-30 21:54:03
2970,Michael Rowe,London,@TheEconomist Has Anyone considered that these Pandemics could be the result of Global Warming and Climate change So Strange how this suddenly started to happen Why now?,[],2021-11-30 21:19:40
2971,Alexander Adema,,"@DawnTJ90 @GeertJeelof @dbirch214 This is why ""Global warming"" is now called ""Climate change"".",[],2021-11-30 21:15:09
2972,NOAA Fisheries,United States,#ClimateScience for #CoralsWeek: NOAA Fisheries researchers find that even coral reefs in deeper water aren’t immune to warming seas &amp; coral bleaching. Their findings highlight the global problems that climate change poses to coral reefs: https://t.co/nMaN7r1wUH #ClimateImpacts,"[{'text': 'ClimateScience', 'indices': [0, 15]}, {'text': 'CoralsWeek', 'indices': [20, 31]}, {'text': 'ClimateImpacts', 'indices': [267, 282]}]",2021-11-30 21:10:25
2973,Sarah Reid,,@POTUS I'm almost 69.  I survived the cold war.  An impending ice age.  A hole in the ozone.  Acid rain.  Global warming.  Y2K.  The Mayan calendar.  Climate change.  Why do you expect me to be afraid of a flu?,[],2021-11-30 21:07:13
2974,#EnforceTheSubpoenas,USA,Computer Models Of Civilization Offer Routes To Ending Global Warming https://t.co/nqBFGpK6G3,[],2021-11-30 21:07:05
2975,Shang-Ping Xie,"San Diego, CA","The Southern Ocean takes up large amounts of anthropogenic heat and greenhouse gases, slowing down the rate of global surface warming. The ACC acceleration has important effects on the uptake and storage of anthropogenic heat as well as patterns of rainfall change globally. (2/3)",[],2021-11-30 21:06:31
2976,SCOBRO3:16,", ","@mpaularfer @DawnTJ90 BUT...BUT...Climate Change and Global Warming...BLAH-BLAH-BLAH!!!

Clearly the most UNPROVEN HOAX ever produced!

Climate Change is a TOOL to REDISTRIBUTE WEALTH of the world to effect THE GREAT RESET.

There is NOTHING WRONG with the Climate! https://t.co/Nc8d9akTh9",[],2021-11-30 20:37:40
2977,Usama Bilal,"Philadelphia, PA","Since you are already ignoring climate change, you probably wont care about this...but there is such a thing as tree inequities: https://t.co/lf6jEPQg3E https://t.co/bsZfzDNtwe",[],2021-11-30 20:36:56
2978,Steve Piacente,"Rockville, MD",Compelling #photos that show the impact of #climatechange: https://t.co/M7ycEZkryc #lifecoach https://t.co/9XjtCpnqPl,"[{'text': 'photos', 'indices': [11, 18]}, {'text': 'climatechange', 'indices': [43, 57]}, {'text': 'lifecoach', 'indices': [83, 93]}]",2021-11-30 20:35:02
2979,SCOBRO3:16,", ","@bitrmn @DawnTJ90 BUT...BUT...Climate Change and Global Warming...BLAH-BLAH-BLAH!!!

Clearly the most UNPROVEN HOAX ever produced!

Climate Change is a TOOL to REDISTRIBUTE WEALTH of the world to effect THE GREAT RESET.

There is NOTHING WRONG with the Climate! https://t.co/QvwLeKJI1m",[],2021-11-30 20:34:06
2980,Laurie Ann Thompson,"Seattle, WA","I have many causes I care about and charities I support, but none seems more pressing than climate change. On this #GivingTuesday, how can I put my money to best possible use? What are the best orgs out there working to combat global warming? Suggestions appreciated! 💸🌎💚 https://t.co/G3RNlmi68q","[{'text': 'GivingTuesday', 'indices': [115, 129]}]",2021-11-30 20:34:01
2981,WayneGro,,@husbandwanter_ We went from global warming to climate change to appease the people. It's actually a lack of global cooling. The ocean is doing exactly what happens in the day after tommorow. Just a much longer time.,[],2021-11-30 20:27:53
2982,CHiBOYJ!MMY,N 41°43' 0'' / W 87°39' 0'',@ABC7Chicago Y'all still don't believe in global warming/climate change? Ok.,[],2021-11-30 20:22:17
2983,William Leas,Squamish BC,@DougBebb @GretaThunberg @GeraldKutney @25_cycle Climate change is a natural occurrence on planet earth and was going to happen whether mankind was here or not! Human activity may have some influence on Global warming but scientists say we were headed in that direction anyways! Left Wing hacks are blaming everything on GW! Nuts,[],2021-11-30 20:20:21
2984,Tom Nelson,,"Claim: ""Wayzata firm making climate change difference with its impact investments"".

I submitted a comment asking how much avoided global warming (deg C) this firm has accomplished. https://t.co/WZSA0OzrMU",[],2021-11-30 20:18:50
2985,Bonus,A rapidly warming planet,"#ClimateCrisis  ""The study shows that by 2100, global GDP could be 37% lower than it would be without the impacts of warming, when taking the effects of climate change on economic growth into account.""  https://t.co/7NXClCEjX8","[{'text': 'ClimateCrisis', 'indices': [0, 14]}]",2021-11-30 20:14:42
2986,Oceans North,Canada,"Vector-borne diseases are a typically transmitted by insects and as global warming rears its head and temperatures rise, insect activity and breeding can increase. This leads to higher disease transmission rates. https://t.co/JRicHWYM97 #ClimateChange #Arctic","[{'text': 'ClimateChange', 'indices': [237, 251]}, {'text': 'Arctic', 'indices': [252, 259]}]",2021-11-30 20:12:00
2987,B,,"To narrow the scope to British Columbia alone, this province has seen two events occur in this past year that can be partially attributed to global warming and climate change. These include the heatwaves in the summer and the recent floods that impacted many citizens.",[],2021-11-30 20:06:43
2988,beyondWISDOM,,"@ayividinihsrad Glasgow summit made progress but global warming making faster progress.
That means Glasgow lagging behind
That means global warming will keep advancing &amp; hitting mankind with it's stick very hard.
The stick made of climate change.
Unless we use this method
https://t.co/kI3Dh4bBqg",[],2021-11-30 19:47:58
